Période;Valeur;Code;Type;Sous-type;Base;Population;Zone concernée;Code COICOP;Désignation COICOP;Série arrêtée;Référence INSEE
2022-07-01;111.36;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;;Services;Non;1764296
2022-07-01;28.5;A;Indice des prix à la consommation;Glissement annuel;Base 2015;Ensemble des ménages;France métropolitaine;;Énergie;Non;1768603
2022-07-01;0.0;A;Indice des prix à la consommation;Variations mensuelles;Base 2015;Ensemble des ménages;France;;Services de santé;Non;1768632
2022-07-01;-1.4;A;Indice des prix à la consommation;Variations mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;;Énergie;Non;1768661
2022-08-01;110.39;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ménages urbains dont le chef est ouvrier ou employé;France;01.2;Boissons non alcoolisées;Non;1763365
2022-08-01;98.37;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ménages urbains dont le chef est ouvrier ou employé;France;05.3;Appareils ménagers;Non;1763380
2022-08-01;114.75;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ménages urbains dont le chef est ouvrier ou employé;France;09.5;Journaux, livres et articles de papeterie;Non;1763400
2022-08-01;113.69;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1.1;Pain et céréales;Non;1763419
2022-08-01;118.83;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1.2.2;Porc;Non;1763430
2022-08-01;122.5;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1.3.4;Fruits de mer surgelés;Non;1763441
2022-08-01;130.76;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1.3.5;Poissons et fruits de mer séchés, fumés ou salés;Non;1763442
2022-08-01;111.04;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1.7.2;Légumes surgelés, sauf pommes de terre et autres tubercules;Non;1763464
2022-08-01;96.86;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;03.1.2.3;Vêtements pour nourrissons et enfants;Non;1763515
2022-08-01;100.73;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;03.2.1.1;Chaussures pour hommes;Non;1763524
2022-08-01;115.73;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;04.4.4.1;Charges d'entretien dans les immeubles collectifs;Non;1763551
2022-08-01;167.03;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;04.5.2;Gaz;Non;1763556
2022-08-01;112.03;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;05.2.0;Articles de ménage en textiles;Non;1763579
2022-08-01;99.71;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;05.6.2.3;Location de meubles et d'articles ménagers;Non;1763619
2022-08-01;109.77;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;07.1.1;Voitures automobiles;Non;1763643
2022-08-01;123.81;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;07.3.6;Services de transport divers;Non;1763681
2022-08-01;75.4;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;09.1.1.2;Appareils d'enregistrement et de reproduction du son et de l'image;Non;1763702
2022-08-01;82.47;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;09.1.3.2;Accessoires pour matériel de traitement de l'information;Non;1763710
2022-08-01;83.13;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;09.1.4.9;Autres supports d'enregistrement;Non;1763715
2022-08-01;130.17;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;09.2.2.2;Grands articles destinés aux loisirs d'intérieur;Non;1763725
2022-08-01;113.17;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;09.4.2.2;Musées, bibliothèques, jardins zoologiques;Non;1763750
2022-08-01;112.11;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;12.3;Effets personnels n.c.a.;Non;1763804
2022-08-01;107.24;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;12.3.2.1;Articles de voyage;Non;1763810
2022-08-01;123.03;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;12.7.0.4;Autres frais et services n.c.a.;Non;1763833
2022-08-01;106.9;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;;Biens durables;Non;1763859
2022-08-01;113.74;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.1.1;Pain et céréales;Non;1763869
2022-08-01;113.52;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.1.1.4;Autres produits de boulangerie;Non;1763873
2022-08-01;123.87;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.1.7;Légumes;Non;1763912
2022-08-01;107.22;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.1.8.5;Crèmes glacées et sorbets;Non;1763924
2022-08-01;101.84;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.1.9.4;Plats cuisinés n.c.a.;Non;1763930
2022-08-01;100.37;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;03.1.3.2;Accessoires d'habillement;Non;1763968
2022-08-01;149.54;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;04.5;Électricité, gaz et autres combustibles;Non;1764002
2022-08-01;128.5;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;04.5.1.0;Électricité;Non;1764004
2022-08-01;114.69;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;05.1.1;Meubles et articles d'ameublement;Non;1764016
2022-08-01;108.61;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;05.1.3.0;Réparation de meubles, d'articles d'ameublement et de revêtements de sol;Non;1764026
2022-08-01;98.55;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;05.3;Appareils ménagers;Non;1764033
2022-08-01;83.48;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;05.3.1.5;Matériel de nettoyage;Non;1764039
2022-08-01;112.31;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;05.4.0;Verrerie, vaisselle et ustensiles de ménage;Non;1764050
2022-08-01;122.39;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;05.5.2.1;Petit outillage non motorisé;Non;1764059
2022-08-01;70.37;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;06.1.2;Produits médicaux divers;Non;1764073
2022-08-01;102.54;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;07.1.1.2;Automobiles d'occasion;Non;1764094
2022-08-01;115.02;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;07.2.4.1;Location de garages, de places de stationnement et de véhicules personnels;Non;1764112
2022-08-01;98.76;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;08.3.0;Services de téléphonie et de télécopie;Non;1764142
2022-08-01;91.06;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;08.3.0.3;Service d'accès à internet;Non;1764145
2022-08-01;87.45;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.1.4;Supports d'enregistrement;Non;1764161
2022-08-01;106.6;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.4;Services récréatifs et culturels;Non;1764193
2022-08-01;98.91;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;12.3.2.2;Articles de puériculture;Non;1764260
2022-08-01;111.37;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;12.5;Assurance;Non;1764267
2022-08-01;137.4;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;;Alimentation : Produits frais;Non;1764288
2022-08-01;111.68;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;;Services;Non;1764296
2022-08-01;110.69;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;;Ensemble hors énergie;Non;1764304
2022-08-01;101.59;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;;Services : Communications;Non;1764308
2022-08-01;5.6;A;Indice des prix à la consommation;Glissement annuel;Base 2015;Ménages urbains dont le chef est ouvrier ou employé;France;;Ensemble;Non;1768559
2022-08-01;4.2;A;Indice des prix à la consommation;Glissement annuel;Base 2015;Ensemble des ménages;France;;Produits manufacturés hors habillement, biens durables et produits de santé;Non;1768586
2022-08-01;135.33;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Guadeloupe;;Produits frais;Non;1769694
2022-08-01;105.0;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Guadeloupe;;Services : Loyers, eau et enlèvement des ordures ménagères;Non;1769704
2022-08-01;110.92;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Martinique;;Ensemble hors tabac;Non;1769735
2022-08-01;0.0;A;Indice des prix à la consommation;Glissement annuel;Base 2015;Ensemble des ménages;France;;Tabac;Non;1761332
2022-09-01;114.47;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ménages urbains dont le chef est ouvrier ou employé;France;05.1;Meubles, articles d'ameublement, tapis et autres revêtements de sol;Non;1763378
2022-09-01;105.19;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ménages urbains dont le chef est ouvrier ou employé;France;12.1;Soins corporels;Non;1763409
2022-09-01;111.42;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ménages urbains dont le chef est ouvrier ou employé;France;12.3;Effets personnels n.c.a.;Non;1763410
2022-09-01;120.66;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1.2.7;Viande séchée, salée ou fumée;Non;1763435
2022-09-01;109.31;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1.8.3;Chocolat;Non;1763472
2022-09-01;104.29;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.2.1.2;Thés et infusions;Non;1763485
2022-09-01;109.21;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;02.1.2.3;Vins enrichis en alcool;Non;1763498
2022-09-01;111.78;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;03.1.4.2;Réparation et location d'articles d'habillement;Non;1763521
2022-09-01;113.68;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;03.2.2.0;Cordonnerie et location de chaussures;Non;1763528
2022-09-01;152.74;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;04.5;Électricité, gaz et autres combustibles;Non;1763553
2022-09-01;171.31;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;04.5.2.1;Gaz naturel et gaz de ville;Non;1763557
2022-09-01;109.96;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;05;Meubles, articles de ménage et entretien courant du foyer;Non;1763565
2022-09-01;97.01;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;05.3.1.3;Appareils de cuisson;Non;1763588
2022-09-01;104.75;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;07.2.2.4;Lubrifiants;Non;1763659
2022-09-01;110.09;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;07.2.4;Services divers liés aux véhicules particuliers;Non;1763662
2022-09-01;111.33;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;07.2.4.1;Location de garages, de places de stationnement et de véhicules personnels;Non;1763663
2022-09-01;56.57;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;08.2.0.2;Téléphones portables;Non;1763691
2022-09-01;120.48;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;11.2.0;Services d'hébergement;Non;1763789
2022-09-01;105.6;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;12.3.2.;Autres effets personnels;Non;1763809
2022-09-01;123.69;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;12.7.0.4;Autres frais et services n.c.a.;Non;1763833
2022-09-01;113.13;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.1.2.6;Abats comestibles;Non;1763884
2022-09-01;140.12;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.1.6.1;Fruits frais;Non;1763908
2022-09-01;106.01;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.1.8.1;Sucre;Non;1763920
2022-09-01;103.01;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.1.9.4;Plats cuisinés n.c.a.;Non;1763930
2022-09-01;102.48;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;03.2.1.2;Chaussures pour femmes;Non;1763975
2022-09-01;110.41;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;05.3.2.4;Grille pain et grils;Non;1764045
2022-09-01;109.03;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;05.4.0.1;Verrerie, cristallerie, céramique et porcelaine;Non;1764051
2022-09-01;95.56;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.3.1;Jeux, jouets et passe-temps;Non;1764178
2022-09-01;131.9;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.5.2;Journaux et publications périodiques;Non;1764212
2022-09-01;168.41;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.6.0;Forfaits touristiques;Non;1764221
2022-09-01;117.39;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;10.2.0.0;Enseignement secondaire;Non;1764226
2022-09-01;108.43;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;12.3.1.2;Horlogerie et montres;Non;1764256
2022-09-01;111.15;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;12.5.2;Assurance habitation;Non;1764268
2022-09-01;107.52;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;12.7;Autres services n.c.a.;Non;1764277
2022-09-01;4.9;A;Indice des prix à la consommation;Glissement annuel;Base 2015;Ensemble des ménages;France;;Ensemble y compris loyers fictifs;Non;1768589
